               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,              0.0422,            0.015276,                   0,             0.56188,             0.85714,             0.74317,             0.41655,            0.017763,           0.0051361,                   0,           0.0090347,           0.0090347,           0.0090347
                  41,            0.035804,            0.014348,                   0,             0.56188,             0.85714,             0.74317,             0.41655,            0.017763,           0.0051361,                   0,             0.00901,             0.00901,             0.00901
                  42,            0.033195,            0.013778,                   0,              0.7011,             0.71429,             0.76514,             0.55414,            0.019275,            0.004796,                   0,           0.0089853,           0.0089853,           0.0089853
                  43,            0.046757,            0.013302,                   0,              0.7011,             0.71429,             0.76514,             0.55414,            0.019275,            0.004796,                   0,           0.0089605,           0.0089605,           0.0089605
                  44,            0.048143,            0.014148,                   0,              0.7011,             0.71429,             0.76514,             0.55414,            0.019275,            0.004796,                   0,           0.0089358,           0.0089358,           0.0089358
                  45,            0.039708,            0.012697,                   0,             0.69648,             0.85714,             0.78465,               0.424,            0.017009,           0.0046808,                   0,            0.008911,            0.008911,            0.008911
                  46,            0.040721,            0.014306,                   0,             0.69648,             0.85714,             0.78465,               0.424,            0.017009,           0.0046808,                   0,           0.0088863,           0.0088863,           0.0088863
                  47,            0.040188,            0.013057,                   0,             0.51412,             0.85714,              0.5303,             0.22374,            0.022861,            0.004392,                   0,           0.0088615,           0.0088615,           0.0088615
                  48,            0.044406,            0.012725,                   0,             0.51412,             0.85714,              0.5303,             0.22374,            0.022861,            0.004392,                   0,           0.0088368,           0.0088368,           0.0088368
                  49,            0.038696,            0.011295,                   0,             0.51412,             0.85714,              0.5303,             0.22374,            0.022861,            0.004392,                   0,            0.008812,            0.008812,            0.008812
                  50,            0.034522,            0.013002,                   0,             0.82567,             0.68143,             0.74587,             0.28937,            0.021144,           0.0044034,                   0,           0.0087872,           0.0087872,           0.0087872
                  51,            0.037941,            0.014087,                   0,             0.82567,             0.68143,             0.74587,             0.28937,            0.021144,           0.0044034,                   0,           0.0087625,           0.0087625,           0.0087625
                  52,            0.039253,            0.014128,                   0,              0.6002,             0.85794,             0.78773,             0.32162,            0.020505,           0.0046612,                   0,           0.0087378,           0.0087378,           0.0087378
                  53,            0.034089,            0.012351,                   0,              0.6002,             0.85794,             0.78773,             0.32162,            0.020505,           0.0046612,                   0,            0.008713,            0.008713,            0.008713
                  54,            0.043921,            0.015517,                   0,              0.6002,             0.85794,             0.78773,             0.32162,            0.020505,           0.0046612,                   0,           0.0086882,           0.0086882,           0.0086882
                  55,            0.032492,            0.015854,                   0,             0.54926,             0.71429,             0.72386,             0.31718,            0.018611,           0.0050422,                   0,           0.0086635,           0.0086635,           0.0086635
                  56,            0.030074,            0.012935,                   0,             0.54926,             0.71429,             0.72386,             0.31718,            0.018611,           0.0050422,                   0,           0.0086388,           0.0086388,           0.0086388
                  57,            0.031655,            0.011447,                   0,             0.72399,             0.75312,             0.90167,              0.5211,            0.014916,           0.0049646,                   0,            0.008614,            0.008614,            0.008614
                  58,            0.038412,            0.013704,                   0,             0.72399,             0.75312,             0.90167,              0.5211,            0.014916,           0.0049646,                   0,           0.0085893,           0.0085893,           0.0085893
                  59,            0.032661,            0.014311,                   0,             0.72399,             0.75312,             0.90167,              0.5211,            0.014916,           0.0049646,                   0,           0.0085645,           0.0085645,           0.0085645
                  60,            0.028632,            0.011116,                   0,                   1,             0.97339,               0.995,             0.57917,            0.016339,           0.0042666,                   0,           0.0085398,           0.0085398,           0.0085398
                  61,            0.031016,            0.011627,                   0,                   1,             0.97339,               0.995,             0.57917,            0.016339,           0.0042666,                   0,            0.008515,            0.008515,            0.008515
                  62,            0.037364,            0.012931,                   0,             0.57696,                   1,             0.79518,             0.50667,            0.016373,            0.003974,                   0,           0.0084903,           0.0084903,           0.0084903
                  63,            0.034836,            0.013058,                   0,             0.57696,                   1,             0.79518,             0.50667,            0.016373,            0.003974,                   0,           0.0084655,           0.0084655,           0.0084655
                  64,            0.040021,            0.014873,                   0,             0.57696,                   1,             0.79518,             0.50667,            0.016373,            0.003974,                   0,           0.0084408,           0.0084408,           0.0084408
                  65,            0.033323,            0.011045,                   0,              0.5673,                   1,             0.76281,             0.42623,            0.018729,           0.0038438,                   0,            0.008416,            0.008416,            0.008416
                  66,            0.035219,            0.012453,                   0,              0.5673,                   1,             0.76281,             0.42623,            0.018729,           0.0038438,                   0,           0.0083913,           0.0083913,           0.0083913
                  67,            0.029217,            0.011445,                   0,             0.56864,                   1,             0.75548,              0.4016,            0.013993,           0.0039044,                   0,           0.0083665,           0.0083665,           0.0083665
                  68,            0.026726,            0.010587,                   0,             0.56864,                   1,             0.75548,              0.4016,            0.013993,           0.0039044,                   0,           0.0083418,           0.0083418,           0.0083418
                  69,            0.028726,            0.012573,                   0,             0.56864,                   1,             0.75548,              0.4016,            0.013993,           0.0039044,                   0,            0.008317,            0.008317,            0.008317
                  70,            0.036428,            0.014712,                   0,             0.56583,                   1,             0.76048,             0.34837,            0.014955,           0.0039411,                   0,           0.0082922,           0.0082922,           0.0082922
                  71,             0.03059,            0.012215,                   0,             0.56583,                   1,             0.76048,             0.34837,            0.014955,           0.0039411,                   0,           0.0082675,           0.0082675,           0.0082675
                  72,            0.027244,            0.012853,                   0,             0.75712,                   1,             0.84367,             0.55579,            0.014876,           0.0037109,                   0,           0.0082428,           0.0082428,           0.0082428
                  73,            0.032145,            0.012171,                   0,             0.75712,                   1,             0.84367,             0.55579,            0.014876,           0.0037109,                   0,            0.008218,            0.008218,            0.008218
                  74,            0.026331,            0.010452,                   0,             0.61114,              0.9009,             0.81457,             0.58437,            0.015461,           0.0036598,                   0,           0.0081932,           0.0081932,           0.0081932
                  75,            0.032661,             0.01282,                   0,             0.61114,              0.9009,             0.81457,             0.58437,            0.015461,           0.0036598,                   0,           0.0081685,           0.0081685,           0.0081685
                  76,             0.03451,              0.0108,                   0,             0.61114,              0.9009,             0.81457,             0.58437,            0.015461,           0.0036598,                   0,           0.0081437,           0.0081437,           0.0081437
                  77,            0.032726,            0.011844,                   0,             0.71497,             0.85714,               0.933,             0.68594,            0.012988,           0.0037074,                   0,            0.008119,            0.008119,            0.008119
                  78,            0.041137,             0.01254,                   0,             0.71497,             0.85714,               0.933,             0.68594,            0.012988,           0.0037074,                   0,           0.0080942,           0.0080942,           0.0080942
                  79,             0.02781,            0.011285,                   0,             0.60807,             0.85714,             0.81457,             0.62663,             0.01486,           0.0035256,                   0,           0.0080695,           0.0080695,           0.0080695
                  80,            0.024708,            0.011042,                   0,             0.60807,             0.85714,             0.81457,             0.62663,             0.01486,           0.0035256,                   0,           0.0080447,           0.0080447,           0.0080447
                  81,             0.03223,            0.012326,                   0,             0.60807,             0.85714,             0.81457,             0.62663,             0.01486,           0.0035256,                   0,             0.00802,             0.00802,             0.00802
                  82,             0.03182,            0.012424,                   0,             0.68196,             0.92269,               0.853,             0.55568,            0.016188,           0.0034787,                   0,           0.0079953,           0.0079953,           0.0079953
                  83,            0.023568,            0.011432,                   0,             0.68196,             0.92269,               0.853,             0.55568,            0.016188,           0.0034787,                   0,           0.0079705,           0.0079705,           0.0079705
                  84,            0.027083,            0.011085,                   0,             0.98231,                   1,               0.995,             0.66936,            0.010849,            0.003771,                   0,           0.0079457,           0.0079457,           0.0079457
                  85,            0.038476,            0.011735,                   0,             0.98231,                   1,               0.995,             0.66936,            0.010849,            0.003771,                   0,            0.007921,            0.007921,            0.007921
                  86,            0.037003,            0.013002,                   0,             0.98231,                   1,               0.995,             0.66936,            0.010849,            0.003771,                   0,           0.0078963,           0.0078963,           0.0078963
                  87,            0.030432,            0.012204,                   0,             0.87078,             0.85714,              0.9775,             0.75559,           0.0097172,           0.0038391,                   0,           0.0078715,           0.0078715,           0.0078715
                  88,            0.037108,            0.012709,                   0,             0.87078,             0.85714,              0.9775,             0.75559,           0.0097172,           0.0038391,                   0,           0.0078467,           0.0078467,           0.0078467
                  89,            0.028368,            0.012563,                   0,             0.69002,             0.85714,               0.933,             0.59243,            0.013653,            0.003477,                   0,            0.007822,            0.007822,            0.007822
                  90,            0.023379,            0.010663,                   0,             0.69002,             0.85714,               0.933,             0.59243,            0.013653,            0.003477,                   0,           0.0077973,           0.0077973,           0.0077973
                  91,             0.02947,            0.013628,                   0,             0.69002,             0.85714,               0.933,             0.59243,            0.013653,            0.003477,                   0,           0.0077725,           0.0077725,           0.0077725
                  92,            0.023342,            0.010038,                   0,             0.73295,             0.85714,               0.953,             0.57281,            0.014648,           0.0034366,                   0,           0.0077478,           0.0077478,           0.0077478
                  93,            0.022249,            0.011361,                   0,             0.73295,             0.85714,               0.953,             0.57281,            0.014648,           0.0034366,                   0,            0.007723,            0.007723,            0.007723
                  94,            0.021957,            0.011434,                   0,             0.97596,                   1,               0.995,             0.76381,            0.010106,           0.0036152,                   0,           0.0076983,           0.0076983,           0.0076983
                  95,            0.022793,             0.01091,                   0,             0.97596,                   1,               0.995,             0.76381,            0.010106,           0.0036152,                   0,           0.0076735,           0.0076735,           0.0076735
                  96,            0.028437,            0.011416,                   0,             0.97596,                   1,               0.995,             0.76381,            0.010106,           0.0036152,                   0,           0.0076488,           0.0076488,           0.0076488
                  97,            0.028597,             0.01176,                   0,             0.97057,                   1,               0.995,             0.72008,           0.0097667,           0.0035684,                   0,            0.007624,            0.007624,            0.007624
                  98,            0.028979,            0.010775,                   0,             0.97057,                   1,               0.995,             0.72008,           0.0097667,           0.0035684,                   0,           0.0075993,           0.0075993,           0.0075993
                  99,            0.018521,            0.011113,                   0,             0.98095,                   1,               0.995,             0.72375,           0.0088303,           0.0036264,                   0,           0.0075745,           0.0075745,           0.0075745
                 100,            0.024131,            0.013379,                   0,             0.98095,                   1,               0.995,             0.72375,           0.0088303,           0.0036264,                   0,           0.0075498,           0.0075498,           0.0075498
                 101,            0.025781,            0.013615,                   0,             0.98095,                   1,               0.995,             0.72375,           0.0088303,           0.0036264,                   0,            0.007525,            0.007525,            0.007525
                 102,            0.023999,            0.011929,                   0,              0.9828,                   1,               0.995,             0.68703,           0.0091985,           0.0036369,                   0,           0.0075003,           0.0075003,           0.0075003
                 103,            0.027036,            0.011203,                   0,              0.9828,                   1,               0.995,             0.68703,           0.0091985,           0.0036369,                   0,           0.0074755,           0.0074755,           0.0074755
                 104,              0.0227,            0.013528,                   0,             0.96742,                   1,               0.995,             0.82395,            0.010162,           0.0035594,                   0,           0.0074507,           0.0074507,           0.0074507
                 105,            0.021144,            0.010636,                   0,             0.96742,                   1,               0.995,             0.82395,            0.010162,           0.0035594,                   0,            0.007426,            0.007426,            0.007426
                 106,             0.02363,            0.010401,                   0,             0.95178,                   1,               0.995,             0.69896,            0.014319,            0.003572,                   0,           0.0074013,           0.0074013,           0.0074013
                 107,            0.028074,            0.012839,                   0,             0.95178,                   1,               0.995,             0.69896,            0.014319,            0.003572,                   0,           0.0073765,           0.0073765,           0.0073765
                 108,            0.022014,           0.0079711,                   0,             0.95178,                   1,               0.995,             0.69896,            0.014319,            0.003572,                   0,           0.0073517,           0.0073517,           0.0073517
                 109,            0.023093,            0.010095,                   0,             0.93833,                   1,               0.995,             0.71405,            0.013416,            0.003572,                   0,            0.007327,            0.007327,            0.007327
                 110,            0.021811,            0.012411,                   0,             0.93833,                   1,               0.995,             0.71405,            0.013416,            0.003572,                   0,           0.0073023,           0.0073023,           0.0073023
                 111,            0.020211,            0.010894,                   0,             0.97439,                   1,               0.995,             0.79046,           0.0089442,           0.0035862,                   0,           0.0072775,           0.0072775,           0.0072775
                 112,            0.022244,           0.0091055,                   0,             0.97439,                   1,               0.995,             0.79046,           0.0089442,           0.0035862,                   0,           0.0072527,           0.0072527,           0.0072527
                 113,            0.021884,           0.0097629,                   0,             0.97439,                   1,               0.995,             0.79046,           0.0089442,           0.0035862,                   0,            0.007228,            0.007228,            0.007228
                 114,            0.026819,            0.010702,                   0,             0.98827,                   1,               0.995,             0.76002,           0.0092572,           0.0035622,                   0,           0.0072033,           0.0072033,           0.0072033
                 115,            0.023838,            0.010227,                   0,             0.98827,                   1,               0.995,             0.76002,           0.0092572,           0.0035622,                   0,           0.0071785,           0.0071785,           0.0071785
                 116,            0.021183,            0.012281,                   0,             0.98773,                   1,               0.995,             0.62423,            0.012583,           0.0033894,                   0,           0.0071538,           0.0071538,           0.0071538
                 117,            0.021022,            0.010856,                   0,             0.98773,                   1,               0.995,             0.62423,            0.012583,           0.0033894,                   0,            0.007129,            0.007129,            0.007129
                 118,            0.025577,            0.012144,                   0,             0.98773,                   1,               0.995,             0.62423,            0.012583,           0.0033894,                   0,           0.0071042,           0.0071042,           0.0071042
                 119,             0.02199,           0.0097339,                   0,             0.98772,                   1,               0.995,             0.60957,            0.011543,           0.0033465,                   0,           0.0070795,           0.0070795,           0.0070795
                 120,            0.023512,            0.010382,                   0,             0.98772,                   1,               0.995,             0.60957,            0.011543,           0.0033465,                   0,           0.0070547,           0.0070547,           0.0070547
                 121,            0.028573,            0.011849,                   0,             0.98783,                   1,               0.995,             0.77843,           0.0078989,           0.0033957,                   0,             0.00703,             0.00703,             0.00703
                 122,            0.024798,            0.011137,                   0,             0.98783,                   1,               0.995,             0.77843,           0.0078989,           0.0033957,                   0,           0.0070053,           0.0070053,           0.0070053
                 123,            0.021596,            0.010534,                   0,             0.98783,                   1,               0.995,             0.77843,           0.0078989,           0.0033957,                   0,           0.0069805,           0.0069805,           0.0069805
                 124,            0.018321,            0.010324,                   0,              0.9888,                   1,               0.995,             0.77843,           0.0080521,           0.0034684,                   0,           0.0069558,           0.0069558,           0.0069558
                 125,            0.017818,            0.008317,                   0,              0.9888,                   1,               0.995,             0.77843,           0.0080521,           0.0034684,                   0,            0.006931,            0.006931,            0.006931
                 126,             0.01911,            0.010554,                   0,             0.98898,                   1,               0.995,             0.69351,           0.0099262,            0.003472,                   0,           0.0069063,           0.0069063,           0.0069063
                 127,            0.025364,            0.011291,                   0,             0.98898,                   1,               0.995,             0.69351,           0.0099262,            0.003472,                   0,           0.0068815,           0.0068815,           0.0068815
                 128,            0.020747,           0.0096767,                   0,             0.98898,                   1,               0.995,             0.69351,           0.0099262,            0.003472,                   0,           0.0068568,           0.0068568,           0.0068568
                 129,            0.018837,            0.008943,                   0,             0.98804,                   1,               0.995,              0.7161,            0.010611,           0.0034299,                   0,            0.006832,            0.006832,            0.006832
                 130,            0.020985,            0.010815,                   0,             0.98804,                   1,               0.995,              0.7161,            0.010611,           0.0034299,                   0,           0.0068073,           0.0068073,           0.0068073
                 131,            0.021373,            0.011285,                   0,             0.98966,                   1,               0.995,             0.79921,           0.0083575,           0.0032518,                   0,           0.0067825,           0.0067825,           0.0067825
                 132,             0.02012,            0.010953,                   0,             0.98966,                   1,               0.995,             0.79921,           0.0083575,           0.0032518,                   0,           0.0067577,           0.0067577,           0.0067577
                 133,            0.019965,            0.010915,                   0,             0.98966,                   1,               0.995,             0.79921,           0.0083575,           0.0032518,                   0,            0.006733,            0.006733,            0.006733
                 134,            0.019997,           0.0091716,                   0,             0.98994,                   1,               0.995,             0.71697,            0.010447,           0.0031991,                   0,           0.0067082,           0.0067082,           0.0067082
                 135,            0.022495,            0.010814,                   0,             0.98994,                   1,               0.995,             0.71697,            0.010447,           0.0031991,                   0,           0.0066835,           0.0066835,           0.0066835
                 136,            0.034029,            0.010477,                   0,             0.98976,                   1,               0.995,             0.83519,           0.0081124,           0.0031639,                   0,           0.0066587,           0.0066587,           0.0066587
                 137,            0.021444,            0.011731,                   0,             0.98976,                   1,               0.995,             0.83519,           0.0081124,           0.0031639,                   0,            0.006634,            0.006634,            0.006634
                 138,            0.023394,           0.0099213,                   0,             0.98996,                   1,               0.995,             0.78017,           0.0098536,           0.0032541,                   0,           0.0066092,           0.0066092,           0.0066092
                 139,             0.01854,           0.0088849,                   0,             0.98996,                   1,               0.995,             0.78017,           0.0098536,           0.0032541,                   0,           0.0065845,           0.0065845,           0.0065845
                 140,            0.018089,           0.0094167,                   0,             0.98996,                   1,               0.995,             0.78017,           0.0098536,           0.0032541,                   0,           0.0065598,           0.0065598,           0.0065598
                 141,            0.021912,            0.010123,                   0,             0.99029,                   1,               0.995,              0.8352,            0.008067,            0.003138,                   0,            0.006535,            0.006535,            0.006535
                 142,             0.02211,            0.012635,                   0,             0.99029,                   1,               0.995,              0.8352,            0.008067,            0.003138,                   0,           0.0065102,           0.0065102,           0.0065102
                 143,            0.017368,           0.0099602,                   0,              0.9902,                   1,               0.995,             0.79897,           0.0089343,            0.003228,                   0,           0.0064855,           0.0064855,           0.0064855
                 144,            0.017422,           0.0096501,                   0,              0.9902,                   1,               0.995,             0.79897,           0.0089343,            0.003228,                   0,           0.0064608,           0.0064608,           0.0064608
                 145,            0.017645,           0.0078689,                   0,              0.9902,                   1,               0.995,             0.79897,           0.0089343,            0.003228,                   0,            0.006436,            0.006436,            0.006436
                 146,            0.019619,            0.011235,                   0,             0.99073,                   1,               0.995,             0.82265,           0.0081426,           0.0032562,                   0,           0.0064112,           0.0064112,           0.0064112
                 147,            0.016709,           0.0098279,                   0,             0.99073,                   1,               0.995,             0.82265,           0.0081426,           0.0032562,                   0,           0.0063865,           0.0063865,           0.0063865
                 148,            0.016717,           0.0087421,                   0,             0.58175,                   1,             0.77032,              0.5014,            0.011363,            0.003258,                   0,           0.0063618,           0.0063618,           0.0063618
                 149,             0.02393,            0.011019,                   0,             0.58175,                   1,             0.77032,              0.5014,            0.011363,            0.003258,                   0,            0.006337,            0.006337,            0.006337
                 150,            0.025528,            0.011235,                   0,             0.58175,                   1,             0.77032,              0.5014,            0.011363,            0.003258,                   0,           0.0063122,           0.0063122,           0.0063122
                 151,            0.018472,           0.0095068,                   0,             0.58129,                   1,             0.77032,              0.4765,            0.010908,           0.0032437,                   0,           0.0062875,           0.0062875,           0.0062875
                 152,            0.021512,            0.011104,                   0,             0.58129,                   1,             0.77032,              0.4765,            0.010908,           0.0032437,                   0,           0.0062628,           0.0062628,           0.0062628
                 153,            0.021025,           0.0095987,                   0,             0.98985,                   1,               0.995,             0.79054,           0.0072606,           0.0030876,                   0,            0.006238,            0.006238,            0.006238
                 154,            0.026002,            0.010655,                   0,             0.98985,                   1,               0.995,             0.79054,           0.0072606,           0.0030876,                   0,           0.0062132,           0.0062132,           0.0062132
                 155,            0.024827,            0.010353,                   0,             0.98985,                   1,               0.995,             0.79054,           0.0072606,           0.0030876,                   0,           0.0061885,           0.0061885,           0.0061885
                 156,             0.01887,            0.010339,                   0,             0.99099,                   1,               0.995,             0.84978,           0.0064053,           0.0031227,                   0,           0.0061637,           0.0061637,           0.0061637
                 157,            0.026598,            0.011103,                   0,             0.99099,                   1,               0.995,             0.84978,           0.0064053,           0.0031227,                   0,            0.006139,            0.006139,            0.006139
                 158,            0.021171,            0.010278,                   0,             0.85942,                   1,              0.9425,             0.73574,           0.0094291,           0.0032875,                   0,           0.0061142,           0.0061142,           0.0061142
                 159,            0.020907,            0.011084,                   0,             0.85942,                   1,              0.9425,             0.73574,           0.0094291,           0.0032875,                   0,           0.0060895,           0.0060895,           0.0060895
                 160,            0.020875,            0.010197,                   0,             0.85942,                   1,              0.9425,             0.73574,           0.0094291,           0.0032875,                   0,           0.0060647,           0.0060647,           0.0060647
                 161,            0.018421,            0.008601,                   0,             0.69584,                   1,             0.90167,              0.6824,            0.010487,            0.003289,                   0,             0.00604,             0.00604,             0.00604
                 162,            0.022105,            0.011304,                   0,             0.69584,                   1,             0.90167,              0.6824,            0.010487,            0.003289,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.022301,            0.011504,                   0,             0.99022,                   1,               0.995,             0.84982,           0.0073841,           0.0032081,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,            0.024171,            0.011159,                   0,             0.99022,                   1,               0.995,             0.84982,           0.0073841,           0.0032081,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,            0.022312,            0.011872,                   0,             0.99022,                   1,               0.995,             0.84982,           0.0073841,           0.0032081,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.020064,            0.009025,                   0,             0.99067,                   1,               0.995,             0.88802,            0.006789,           0.0032077,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.020542,            0.010258,                   0,             0.99067,                   1,               0.995,             0.88802,            0.006789,           0.0032077,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.023817,            0.010707,                   0,             0.98248,                   1,               0.995,             0.75401,           0.0073587,           0.0033386,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.017835,           0.0086166,                   0,             0.98248,                   1,               0.995,             0.75401,           0.0073587,           0.0033386,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.023572,           0.0099422,                   0,             0.99062,                   1,               0.995,              0.8035,           0.0072108,           0.0033307,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.017197,           0.0085546,                   0,             0.99062,                   1,               0.995,              0.8035,           0.0072108,           0.0033307,                   0,           0.0057925,           0.0057925,           0.0057925
