               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.029476,            0.010865,           0.0012757,             0.99128,                   1,               0.995,              0.7939,            0.021656,              0.0069,          0.00079374,            0.004786,            0.004786,            0.004786
                 160,            0.027806,            0.010646,           0.0009589,             0.99037,                   1,               0.995,             0.76995,            0.022812,            0.006964,          0.00080765,            0.004753,            0.004753,            0.004753
                 161,             0.03451,            0.012934,            0.001221,             0.99037,                   1,               0.995,             0.76995,            0.022812,            0.006964,          0.00080765,             0.00472,             0.00472,             0.00472
                 162,            0.031993,            0.011994,           0.0010659,             0.87548,                   1,               0.995,             0.74326,            0.026365,           0.0072988,          0.00082478,            0.004687,            0.004687,            0.004687
                 163,            0.034092,            0.012535,            0.001039,             0.98857,                   1,               0.995,             0.80869,            0.023647,           0.0072423,          0.00084013,            0.004654,            0.004654,            0.004654
                 164,            0.026629,             0.01297,          0.00098717,             0.98857,                   1,               0.995,             0.80869,            0.023647,           0.0072423,          0.00084013,            0.004621,            0.004621,            0.004621
                 165,            0.034492,            0.012605,           0.0011707,             0.97166,                   1,               0.995,             0.76035,              0.0253,           0.0073433,           0.0008482,            0.004588,            0.004588,            0.004588
                 166,            0.030222,            0.010823,          0.00087347,             0.98887,                   1,               0.995,             0.76081,            0.022007,           0.0072186,          0.00084934,            0.004555,            0.004555,            0.004555
                 167,            0.035542,            0.014635,           0.0013993,             0.99017,                   1,               0.995,             0.78649,            0.021073,           0.0068982,           0.0007887,            0.004522,            0.004522,            0.004522
                 168,            0.029774,            0.011372,           0.0016655,             0.99017,                   1,               0.995,             0.78649,            0.021073,           0.0068982,           0.0007887,            0.004489,            0.004489,            0.004489
                 169,            0.029181,            0.012086,          0.00090554,             0.99028,                   1,               0.995,             0.81175,            0.019525,           0.0068132,          0.00075791,            0.004456,            0.004456,            0.004456
                 170,            0.027986,            0.013032,          0.00095649,             0.97954,                   1,               0.995,             0.69823,             0.02295,           0.0070118,          0.00072377,            0.004423,            0.004423,            0.004423
                 171,            0.028012,            0.011101,          0.00080789,             0.97954,                   1,               0.995,             0.69823,             0.02295,           0.0070118,          0.00072377,             0.00439,             0.00439,             0.00439
                 172,            0.029336,            0.011448,          0.00077638,             0.99304,                   1,               0.995,             0.77566,            0.021354,           0.0067311,          0.00072212,            0.004357,            0.004357,            0.004357
                 173,             0.02924,            0.011621,          0.00088859,             0.99447,                   1,               0.995,             0.78515,            0.019832,             0.00659,          0.00068078,            0.004324,            0.004324,            0.004324
                 174,            0.036792,            0.014717,           0.0010708,             0.99447,                   1,               0.995,             0.78515,            0.019832,             0.00659,          0.00068078,            0.004291,            0.004291,            0.004291
                 175,            0.028286,            0.011985,           0.0012855,             0.99466,                   1,               0.995,             0.75997,             0.02031,           0.0064607,           0.0006336,            0.004258,            0.004258,            0.004258
                 176,            0.031288,            0.012346,          0.00093154,             0.99399,                   1,               0.995,             0.81696,            0.019985,           0.0064608,          0.00065154,            0.004225,            0.004225,            0.004225
                 177,            0.030716,            0.013014,          0.00094545,             0.99399,                   1,               0.995,             0.81696,            0.019985,           0.0064608,          0.00065154,            0.004192,            0.004192,            0.004192
                 178,            0.033962,            0.012669,           0.0010529,             0.99293,                   1,               0.995,             0.78405,            0.021335,           0.0065219,          0.00064889,            0.004159,            0.004159,            0.004159
                 179,            0.031264,            0.012255,          0.00083764,             0.99205,                   1,               0.995,             0.81954,            0.019808,           0.0063596,          0.00063154,            0.004126,            0.004126,            0.004126
                 180,            0.029252,            0.011422,          0.00091006,             0.99205,                   1,               0.995,             0.81954,            0.019808,           0.0063596,          0.00063154,            0.004093,            0.004093,            0.004093
                 181,            0.029169,            0.009978,          0.00086892,             0.99151,                   1,               0.995,             0.78831,            0.020374,           0.0063652,          0.00062708,             0.00406,             0.00406,             0.00406
                 182,             0.02557,            0.011435,          0.00085106,             0.99062,                   1,               0.995,              0.8264,            0.020195,           0.0063739,          0.00062993,            0.004027,            0.004027,            0.004027
                 183,            0.022217,            0.010631,           0.0010206,             0.99061,                   1,               0.995,             0.79903,            0.022145,           0.0064677,          0.00060051,            0.003994,            0.003994,            0.003994
                 184,            0.028016,            0.010579,          0.00086463,             0.99061,                   1,               0.995,             0.79903,            0.022145,           0.0064677,          0.00060051,            0.003961,            0.003961,            0.003961
                 185,            0.025412,            0.010428,            0.000818,             0.99174,                   1,               0.995,             0.82294,            0.019046,           0.0063226,          0.00058215,            0.003928,            0.003928,            0.003928
                 186,            0.028682,            0.012984,          0.00087713,             0.99174,                   1,               0.995,             0.77441,            0.023531,           0.0066671,          0.00055564,            0.003895,            0.003895,            0.003895
                 187,             0.03067,            0.010981,          0.00087423,             0.99174,                   1,               0.995,             0.77441,            0.023531,           0.0066671,          0.00055564,            0.003862,            0.003862,            0.003862
                 188,            0.029763,            0.010998,          0.00080679,             0.99253,                   1,               0.995,             0.82069,            0.021224,           0.0064927,           0.0005461,            0.003829,            0.003829,            0.003829
                 189,            0.028533,            0.012995,           0.0011357,             0.99408,                   1,               0.995,             0.79888,             0.01978,           0.0065705,          0.00055688,            0.003796,            0.003796,            0.003796
                 190,            0.029367,            0.012196,          0.00068651,             0.99408,                   1,               0.995,             0.79888,             0.01978,           0.0065705,          0.00055688,            0.003763,            0.003763,            0.003763
                 191,            0.031987,            0.012623,          0.00089985,             0.99479,                   1,               0.995,             0.78258,             0.02031,           0.0068124,          0.00055333,             0.00373,             0.00373,             0.00373
                 192,            0.029189,            0.011888,          0.00077087,              0.9952,                   1,               0.995,             0.75987,            0.020739,           0.0069568,          0.00057175,            0.003697,            0.003697,            0.003697
                 193,            0.029479,            0.014529,           0.0010287,              0.9952,                   1,               0.995,             0.75987,            0.020739,           0.0069568,          0.00057175,            0.003664,            0.003664,            0.003664
                 194,            0.029262,            0.011516,          0.00090762,             0.99417,                   1,               0.995,             0.70405,            0.023412,            0.007263,          0.00058798,            0.003631,            0.003631,            0.003631
                 195,              0.0293,            0.012892,           0.0010203,             0.99429,                   1,               0.995,             0.78319,            0.019872,           0.0071442,          0.00060404,            0.003598,            0.003598,            0.003598
                 196,            0.028379,            0.013353,          0.00095043,             0.99429,                   1,               0.995,             0.78319,            0.019872,           0.0071442,          0.00060404,            0.003565,            0.003565,            0.003565
                 197,            0.028293,            0.011805,           0.0010105,             0.99364,                   1,               0.995,             0.76386,            0.021501,           0.0072698,          0.00060151,            0.003532,            0.003532,            0.003532
                 198,            0.026558,            0.012107,          0.00070157,             0.99302,                   1,               0.995,             0.81272,            0.019292,           0.0070603,          0.00059341,            0.003499,            0.003499,            0.003499
                 199,            0.026461,            0.011005,          0.00078937,             0.99361,                   1,               0.995,             0.81859,            0.019759,           0.0069152,          0.00057552,            0.003466,            0.003466,            0.003466
                 200,            0.029822,            0.013261,          0.00087854,             0.99361,                   1,               0.995,             0.81859,            0.019759,           0.0069152,          0.00057552,            0.003433,            0.003433,            0.003433
                 201,            0.026469,            0.011418,          0.00097328,             0.99391,                   1,               0.995,             0.85936,            0.018412,           0.0067724,          0.00057138,              0.0034,              0.0034,              0.0034
                 202,            0.024438,            0.011927,          0.00065609,             0.99503,                   1,               0.995,             0.81488,            0.019715,           0.0066357,          0.00055586,            0.003367,            0.003367,            0.003367
                 203,            0.029911,            0.011802,          0.00079072,             0.99503,                   1,               0.995,             0.81488,            0.019715,           0.0066357,          0.00055586,            0.003334,            0.003334,            0.003334
                 204,            0.029023,             0.01416,           0.0008695,             0.99518,                   1,               0.995,             0.81356,            0.019447,            0.006501,          0.00052056,            0.003301,            0.003301,            0.003301
                 205,            0.023679,           0.0088473,          0.00065982,             0.99462,                   1,               0.995,             0.84705,            0.020057,           0.0065348,          0.00053732,            0.003268,            0.003268,            0.003268
                 206,             0.02855,            0.011754,          0.00072551,             0.99462,                   1,               0.995,             0.84705,            0.020057,           0.0065348,          0.00053732,            0.003235,            0.003235,            0.003235
                 207,            0.025665,            0.011278,          0.00078841,             0.99503,                   1,               0.995,             0.82607,            0.020468,           0.0065539,          0.00053292,            0.003202,            0.003202,            0.003202
                 208,             0.02576,            0.011261,          0.00084264,             0.99484,                   1,               0.995,             0.84374,            0.019826,           0.0064619,          0.00050439,            0.003169,            0.003169,            0.003169
                 209,            0.025927,            0.012396,          0.00083298,             0.99484,                   1,               0.995,             0.84374,            0.019826,           0.0064619,          0.00050439,            0.003136,            0.003136,            0.003136
                 210,            0.026279,             0.01147,          0.00061308,             0.99431,                   1,               0.995,             0.83367,            0.021914,           0.0065755,          0.00048395,            0.003103,            0.003103,            0.003103
                 211,            0.026409,            0.011795,          0.00062978,             0.99354,                   1,               0.995,             0.83391,            0.018505,           0.0064489,          0.00047856,             0.00307,             0.00307,             0.00307
                 212,            0.017511,           0.0086191,           0.0005413,             0.99354,                   1,               0.995,             0.83391,            0.018505,           0.0064489,          0.00047856,            0.003037,            0.003037,            0.003037
                 213,            0.024398,            0.010901,          0.00073035,             0.99314,                   1,               0.995,             0.83111,            0.018655,           0.0065502,          0.00046264,            0.003004,            0.003004,            0.003004
                 214,            0.023429,            0.011306,          0.00065586,             0.99279,                   1,               0.995,             0.83909,            0.018734,           0.0066116,          0.00043617,            0.002971,            0.002971,            0.002971
                 215,            0.023613,            0.010853,          0.00066164,             0.99263,                   1,               0.995,             0.84761,            0.018993,            0.006468,          0.00041328,            0.002938,            0.002938,            0.002938
                 216,            0.025994,            0.012715,           0.0008065,             0.99263,                   1,               0.995,             0.84761,            0.018993,            0.006468,          0.00041328,            0.002905,            0.002905,            0.002905
                 217,            0.029655,            0.012867,          0.00081126,             0.99226,                   1,               0.995,             0.83346,            0.018985,           0.0063908,          0.00039804,            0.002872,            0.002872,            0.002872
                 218,            0.022768,            0.011918,           0.0005532,             0.99196,                   1,               0.995,             0.84622,            0.018878,           0.0064176,          0.00038277,            0.002839,            0.002839,            0.002839
                 219,            0.028598,            0.012047,          0.00088696,             0.99196,                   1,               0.995,             0.84622,            0.018878,           0.0064176,          0.00038277,            0.002806,            0.002806,            0.002806
                 220,            0.028164,             0.01048,          0.00063926,             0.99172,                   1,               0.995,             0.86426,            0.018975,           0.0065066,          0.00038248,            0.002773,            0.002773,            0.002773
                 221,            0.029345,             0.01266,           0.0011654,              0.9927,                   1,               0.995,             0.83957,            0.019456,           0.0065367,          0.00038126,             0.00274,             0.00274,             0.00274
                 222,            0.024977,            0.010781,          0.00065499,              0.9927,                   1,               0.995,             0.83957,            0.019456,           0.0065367,          0.00038126,            0.002707,            0.002707,            0.002707
                 223,            0.025974,            0.011055,          0.00069576,             0.99293,                   1,               0.995,              0.8436,            0.020428,           0.0066453,          0.00038431,            0.002674,            0.002674,            0.002674
                 224,            0.024174,            0.010872,          0.00088019,             0.99274,                   1,               0.995,             0.85869,            0.018548,           0.0065173,          0.00038861,            0.002641,            0.002641,            0.002641
                 225,            0.026387,            0.011743,          0.00072119,             0.99274,                   1,               0.995,             0.85869,            0.018548,           0.0065173,          0.00038861,            0.002608,            0.002608,            0.002608
                 226,            0.025244,            0.011512,           0.0011309,             0.99339,                   1,               0.995,             0.84105,             0.01889,           0.0065566,          0.00039113,            0.002575,            0.002575,            0.002575
                 227,            0.024936,            0.012803,          0.00054597,             0.99356,                   1,               0.995,             0.83945,            0.018427,           0.0064164,           0.0003889,            0.002542,            0.002542,            0.002542
                 228,            0.027239,            0.012448,          0.00072291,             0.99356,                   1,               0.995,             0.83945,            0.018427,           0.0064164,           0.0003889,            0.002509,            0.002509,            0.002509
                 229,            0.025941,            0.011604,           0.0006941,             0.99397,                   1,               0.995,             0.81333,            0.019104,           0.0065358,          0.00038098,            0.002476,            0.002476,            0.002476
                 230,            0.021496,            0.011162,          0.00051939,             0.99442,                   1,               0.995,               0.852,            0.018522,           0.0064754,          0.00038817,            0.002443,            0.002443,            0.002443
                 231,            0.020659,            0.010999,           0.0004703,             0.99436,                   1,               0.995,              0.8735,             0.01872,           0.0064029,          0.00038271,             0.00241,             0.00241,             0.00241
                 232,            0.022208,            0.010083,          0.00047099,             0.99436,                   1,               0.995,              0.8735,             0.01872,           0.0064029,          0.00038271,            0.002377,            0.002377,            0.002377
                 233,            0.025409,             0.01234,          0.00058599,             0.99426,                   1,               0.995,             0.83356,            0.018824,           0.0064627,          0.00036971,            0.002344,            0.002344,            0.002344
                 234,            0.025042,            0.011734,          0.00077977,             0.99423,                   1,               0.995,             0.86869,            0.018626,           0.0064325,          0.00036835,            0.002311,            0.002311,            0.002311
                 235,            0.027488,            0.010626,          0.00076881,             0.99423,                   1,               0.995,             0.86869,            0.018626,           0.0064325,          0.00036835,            0.002278,            0.002278,            0.002278
                 236,            0.026652,             0.01063,          0.00062097,             0.99405,                   1,               0.995,             0.85521,            0.018681,           0.0065059,           0.0003724,            0.002245,            0.002245,            0.002245
                 237,            0.024457,           0.0099736,          0.00057842,             0.99407,                   1,               0.995,             0.83905,             0.01825,           0.0062844,          0.00036867,            0.002212,            0.002212,            0.002212
                 238,            0.024343,            0.011839,          0.00055558,             0.99407,                   1,               0.995,             0.83905,             0.01825,           0.0062844,          0.00036867,            0.002179,            0.002179,            0.002179
                 239,            0.023513,            0.010408,           0.0005816,             0.99358,                   1,               0.995,             0.83017,            0.019086,           0.0063031,          0.00035495,            0.002146,            0.002146,            0.002146
                 240,            0.025517,            0.011393,          0.00048146,             0.99358,                   1,               0.995,             0.86143,            0.017485,           0.0061306,          0.00034983,            0.002113,            0.002113,            0.002113
                 241,            0.025644,            0.010619,          0.00046577,             0.99358,                   1,               0.995,             0.86143,            0.017485,           0.0061306,          0.00034983,             0.00208,             0.00208,             0.00208
                 242,            0.023197,            0.011365,          0.00050917,              0.9931,                   1,               0.995,             0.84838,            0.017745,           0.0061759,          0.00034294,            0.002047,            0.002047,            0.002047
                 243,            0.024142,           0.0095915,          0.00063384,             0.99382,                   1,               0.995,             0.84984,            0.018001,           0.0061547,          0.00033871,            0.002014,            0.002014,            0.002014
                 244,            0.024838,            0.011053,          0.00063705,             0.99382,                   1,               0.995,             0.84984,            0.018001,           0.0061547,          0.00033871,            0.001981,            0.001981,            0.001981
                 245,            0.025162,             0.01157,          0.00048488,             0.99362,                   1,               0.995,             0.81914,            0.019079,           0.0062044,          0.00033419,            0.001948,            0.001948,            0.001948
                 246,            0.022971,           0.0099813,          0.00046134,             0.99352,                   1,               0.995,             0.84566,            0.017631,           0.0061017,          0.00032775,            0.001915,            0.001915,            0.001915
                 247,            0.021174,           0.0087946,          0.00059593,             0.99323,                   1,               0.995,             0.85521,            0.017293,           0.0060958,          0.00032632,            0.001882,            0.001882,            0.001882
                 248,            0.025396,            0.010953,          0.00052689,             0.99323,                   1,               0.995,             0.85521,            0.017293,           0.0060958,          0.00032632,            0.001849,            0.001849,            0.001849
                 249,            0.022553,            0.010692,           0.0005368,             0.99348,                   1,               0.995,             0.85361,            0.016973,           0.0060877,          0.00031757,            0.001816,            0.001816,            0.001816
                 250,               0.023,            0.011071,           0.0004001,             0.99336,                   1,               0.995,             0.84848,            0.017561,           0.0061707,          0.00030925,            0.001783,            0.001783,            0.001783
                 251,            0.026189,            0.012851,          0.00049209,             0.99336,                   1,               0.995,             0.84848,            0.017561,           0.0061707,          0.00030925,             0.00175,             0.00175,             0.00175
                 252,            0.025168,            0.011846,          0.00048155,             0.99371,                   1,               0.995,             0.84574,            0.017308,           0.0061567,          0.00029933,            0.001717,            0.001717,            0.001717
                 253,            0.025664,            0.010759,           0.0005615,              0.9934,                   1,               0.995,             0.84953,            0.016754,           0.0061472,          0.00029529,            0.001684,            0.001684,            0.001684
                 254,            0.024981,             0.01111,          0.00061631,              0.9934,                   1,               0.995,             0.84953,            0.016754,           0.0061472,          0.00029529,            0.001651,            0.001651,            0.001651
                 255,            0.024977,            0.011803,          0.00053226,             0.99361,                   1,               0.995,             0.86105,            0.016957,           0.0061525,          0.00029146,            0.001618,            0.001618,            0.001618
                 256,            0.024217,            0.011425,          0.00068486,             0.99348,                   1,               0.995,             0.85904,            0.017014,           0.0061884,           0.0002895,            0.001585,            0.001585,            0.001585
                 257,            0.027215,            0.012578,           0.0010797,             0.99348,                   1,               0.995,             0.85904,            0.017014,           0.0061884,           0.0002895,            0.001552,            0.001552,            0.001552
                 258,            0.028423,            0.011165,          0.00042498,             0.99373,                   1,               0.995,             0.86086,            0.017655,           0.0062213,          0.00028958,            0.001519,            0.001519,            0.001519
                 259,            0.023854,           0.0095598,          0.00050787,              0.9937,                   1,               0.995,             0.85403,            0.016638,           0.0061378,          0.00028701,            0.001486,            0.001486,            0.001486
                 260,            0.022711,            0.010337,          0.00047486,              0.9937,                   1,               0.995,             0.85403,            0.016638,           0.0061378,          0.00028701,            0.001453,            0.001453,            0.001453
                 261,            0.024265,            0.011019,          0.00053673,             0.99392,                   1,               0.995,             0.84619,            0.017077,            0.006195,          0.00028207,             0.00142,             0.00142,             0.00142
                 262,            0.023804,            0.010393,          0.00053314,              0.9938,                   1,               0.995,             0.86022,            0.016702,            0.006124,          0.00027953,            0.001387,            0.001387,            0.001387
                 263,            0.022234,            0.010837,          0.00042078,             0.99436,                   1,               0.995,             0.84274,            0.017091,           0.0061812,          0.00027902,            0.001354,            0.001354,            0.001354
                 264,            0.024974,            0.011367,          0.00063286,             0.99436,                   1,               0.995,             0.84274,            0.017091,           0.0061812,          0.00027902,            0.001321,            0.001321,            0.001321
                 265,            0.024853,            0.011665,          0.00043073,             0.99453,                   1,               0.995,             0.82934,            0.017376,           0.0061537,          0.00028474,            0.001288,            0.001288,            0.001288
                 266,            0.026428,            0.011279,           0.0004138,             0.99438,                   1,               0.995,             0.84965,            0.017253,           0.0060833,          0.00028678,            0.001255,            0.001255,            0.001255
                 267,            0.028347,            0.012547,          0.00050659,             0.99438,                   1,               0.995,             0.84965,            0.017253,           0.0060833,          0.00028678,            0.001222,            0.001222,            0.001222
                 268,            0.026377,            0.012277,          0.00062405,              0.9943,                   1,               0.995,             0.85218,            0.017333,           0.0060984,          0.00028375,            0.001189,            0.001189,            0.001189
                 269,            0.023572,            0.011468,          0.00069974,             0.99452,                   1,               0.995,             0.84859,            0.017409,           0.0061138,          0.00027881,            0.001156,            0.001156,            0.001156
                 270,            0.022922,            0.010995,          0.00045635,             0.99452,                   1,               0.995,             0.84859,            0.017409,           0.0061138,          0.00027881,            0.001123,            0.001123,            0.001123
                 271,            0.020486,            0.010008,          0.00034829,             0.99442,                   1,               0.995,             0.85705,            0.017422,           0.0060784,          0.00028014,             0.00109,             0.00109,             0.00109
                 272,            0.025171,            0.010354,          0.00045107,             0.99457,                   1,               0.995,             0.85435,            0.017106,             0.00598,          0.00028075,            0.001057,            0.001057,            0.001057
                 273,            0.023976,           0.0097892,          0.00046464,             0.99457,                   1,               0.995,             0.85435,            0.017106,             0.00598,          0.00028075,            0.001024,            0.001024,            0.001024
                 274,            0.022495,            0.011379,          0.00053479,             0.99435,                   1,               0.995,             0.84857,            0.017086,           0.0060151,          0.00028425,            0.000991,            0.000991,            0.000991
                 275,            0.023479,             0.01242,          0.00086074,             0.99379,                   1,               0.995,             0.84566,            0.016813,           0.0059017,          0.00028159,            0.000958,            0.000958,            0.000958
                 276,            0.026345,             0.01143,          0.00080735,             0.99379,                   1,               0.995,             0.84566,            0.016813,           0.0059017,          0.00028159,            0.000925,            0.000925,            0.000925
                 277,            0.024502,            0.010207,          0.00047235,             0.99392,                   1,               0.995,             0.83902,            0.016744,           0.0058718,          0.00027959,            0.000892,            0.000892,            0.000892
                 278,            0.023304,            0.010843,          0.00067636,             0.99442,                   1,               0.995,             0.85125,            0.016696,           0.0058914,          0.00028193,            0.000859,            0.000859,            0.000859
                 279,            0.023084,            0.012308,          0.00054001,             0.99428,                   1,               0.995,             0.85932,            0.016633,           0.0058853,          0.00028199,            0.000826,            0.000826,            0.000826
                 280,            0.022405,           0.0099161,           0.0005751,             0.99428,                   1,               0.995,             0.85932,            0.016633,           0.0058853,          0.00028199,            0.000793,            0.000793,            0.000793
                 281,            0.023867,            0.011438,           0.0005161,             0.99398,                   1,               0.995,             0.86364,             0.01658,           0.0058398,          0.00028028,             0.00076,             0.00076,             0.00076
                 282,            0.021304,            0.010024,          0.00049748,             0.99355,                   1,               0.995,             0.86294,            0.016764,           0.0058718,          0.00028442,            0.000727,            0.000727,            0.000727
                 283,            0.024888,            0.012093,          0.00036029,             0.99355,                   1,               0.995,             0.86294,            0.016764,           0.0058718,          0.00028442,            0.000694,            0.000694,            0.000694
                 284,            0.021782,            0.010669,          0.00077264,             0.99381,                   1,               0.995,             0.85911,            0.016778,            0.005869,          0.00028258,            0.000661,            0.000661,            0.000661
                 285,            0.019748,           0.0095134,          0.00055526,             0.99384,                   1,               0.995,             0.84979,            0.016608,           0.0059145,          0.00028723,            0.000628,            0.000628,            0.000628
                 286,            0.021731,           0.0088717,          0.00039446,             0.99384,                   1,               0.995,             0.84979,            0.016608,           0.0059145,          0.00028723,            0.000595,            0.000595,            0.000595
                 287,            0.022858,            0.010802,          0.00089689,             0.99363,                   1,               0.995,             0.84406,            0.016642,           0.0059141,          0.00028405,            0.000562,            0.000562,            0.000562
                 288,            0.027234,            0.012049,          0.00053601,              0.9939,                   1,               0.995,             0.83947,             0.01676,           0.0058931,          0.00028119,            0.000529,            0.000529,            0.000529
                 289,             0.02645,            0.010397,           0.0010411,              0.9939,                   1,               0.995,             0.83947,             0.01676,           0.0058931,          0.00028119,            0.000496,            0.000496,            0.000496
                 290,            0.021175,            0.011757,           0.0004436,             0.99384,                   1,               0.995,             0.84073,             0.01689,           0.0059021,          0.00028286,            0.000463,            0.000463,            0.000463
                 291,            0.018884,           0.0085653,          0.00035863,             0.99443,                   1,               0.995,             0.84189,            0.016927,           0.0059267,          0.00028549,             0.00043,             0.00043,             0.00043
                 292,            0.022951,            0.010966,          0.00059495,             0.99443,                   1,               0.995,             0.84189,            0.016927,           0.0059267,          0.00028549,            0.000397,            0.000397,            0.000397
                 293,            0.025489,            0.011677,          0.00042228,             0.99436,                   1,               0.995,             0.83329,            0.017017,           0.0059857,          0.00028494,            0.000364,            0.000364,            0.000364
                 294,            0.017669,           0.0087439,          0.00042282,              0.9945,                   1,               0.995,             0.83966,            0.016968,           0.0060164,          0.00028721,            0.000331,            0.000331,            0.000331
                 295,            0.022136,            0.010759,          0.00053315,             0.99411,                   1,               0.995,             0.85675,            0.017012,           0.0059942,          0.00028192,            0.000298,            0.000298,            0.000298
                 296,            0.024233,            0.011194,           0.0004262,             0.99411,                   1,               0.995,             0.85675,            0.017012,           0.0059942,          0.00028192,            0.000265,            0.000265,            0.000265
                 297,            0.025329,            0.012441,          0.00061062,             0.99428,                   1,               0.995,             0.85781,            0.017021,           0.0059585,          0.00027791,            0.000232,            0.000232,            0.000232
                 298,            0.022025,            0.010402,          0.00045612,               0.994,                   1,               0.995,             0.86568,               0.017,           0.0059539,          0.00027842,            0.000199,            0.000199,            0.000199
                 299,            0.021969,            0.010623,          0.00045757,               0.994,                   1,               0.995,             0.86568,               0.017,           0.0059539,          0.00027842,            0.000166,            0.000166,            0.000166
